1180842	4172351	618761		Zhukoyne Zhelyadzke				
1180843	7357839	618761		Zhukoyni-Zhelyadskiye				
1180844	7357840	618761	ru	Жукойни-Желядские				
1180845	6995040	618762		Zhukov Borok				
1180846	6995041	618762	ru	Жуков Борок				
1180847	6995042	618762		Zhukovy Borek				
1180848	376724	618763		Zhukovshchyzna				
1180849	4172352	618763		Zhukovshchina				
1180850	7357841	618763		Zhukowshchyna				
1180851	7357842	618763	be	Жукоўшчына				
1180852	7652801	618766		Zhukovo				
1180853	7652802	618766	ru	Жуково				
1180854	7652803	618768		Zhukovo				
1180855	7652804	618768	ru	Жуково				
1180856	376725	618769		Źukówka				
1180857	4172353	618769		Zhukovka				
1180858	7421719	618769	ru	Жуковка				
1180859	6711715	618771	ru	Жуковка				
1180860	6711716	618771		Zhukovka				
1180861	7102113	618772		Zhukovka				
1180862	7102114	618772	ru	Жуковка				
1180863	7102115	618773		Zhukovichi				
1180864	7102116	618773	ru	Жуковичи				
1180865	376726	618774		Źukowicze				
1180866	4172354	618774		Zhukoviche				
1180867	7421720	618774		Zhukovichi				
1180868	7421721	618774	ru	Жуковичи				
1180869	6711717	618775		Zhukavyets				
1180870	6711718	618775	be	Жукавец				
1180871	6711719	618775		Zhukovets				
1180872	7562253	618778		Zhuknyeva				
1180873	7562254	618778	be	Жукнева				
1180874	7562255	618778	ru	Zhuknëvo				
1180875	376727	618779		Žuki Dolne				
1180876	4172355	618779		Zhuki Dol’ne				
1180877	7357843	618779		Zhuki-Lozhnyye				
1180878	7357844	618779	ru	Жуки-Ложные				
1180879	7357845	618780		Zhuki				
1180880	7357846	618780	ru	Жуки				
1180881	7102117	618781		Zhuki				
1180882	7102118	618781	ru	Жуки				
1180883	7102119	618782		Zhuki				
1180884	7102120	618782	ru	Жуки				
1180885	376728	618783		Zhukeviche				
1180886	4172356	618783		Zhukevichi				
1180887	6995043	618783	ru	Жукевичи				
1180888	6995045	618785		Zubrovo				
1180889	6995046	618785	ru	Зуброво				
1180890	6995047	618785		Zhubrovo				
1180891	7357847	618786		Zhovnino				
1180892	7357848	618786	ru	Жовнино				
1180893	1658243	618787	en	Zhortayka				
1180894	1658244	618787	ru	Жортай				
1180895	4172358	618787		Zhortayka				
1180896	7421722	618787	ru	Жортайка				
1180897	7421723	618788		Zhortay				
1180898	7421724	618788	be	Жортай				
1180899	6711720	618789	ru	Жоровка				
1180900	6711721	618789		Zhorovka				
1180901	1670415	618790	en	Zhornovka				
1180902	1670416	618790	ru	Жерновка				
1180903	4172359	618790		Zhornovka				
1180904	6711722	618790		Zhornawka				
1180905	6711723	618790	be	Жорнаўка				
1180906	376730	618791		Rzhondovy				
1180907	4172360	618791		Zhondovy				
1180908	376731	618792		Żomojdz				
1180909	4172361	618792		Zhomoydz				
1180910	7562256	618792		Zhomoyd’				
1180911	7562257	618792	ru	Жомойдь				
1180912	7102121	618793		Zhelvinets				
1180913	7102122	618793	ru	Желвинец				
1180914	7102123	618793		Zholvinets				
1180915	376732	618794		Imeniye Zholudy				
1180916	4172362	618794		Zholudy				
1180917	7357849	618795		Zhevnovo				
